step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
266,round,14,2,-4.686116,-4.997163,0.311047,0.578215,3.716918,49,49,0.7495,819,0.8965,0.78,0.7559,3,55,446.0
273,round,15,1,-4.297154,-5.022191,0.725037,0.547886,3.713385,47,49,0.7711,819,0.9009,0.7831,0.7734,4,52,489.2
280,round,15,2,-4.485377,-5.010873,0.525495,0.554304,3.710118,46,50,0.762,819,0.9038,0.8069,0.7887,4,52,489.2
287,round,16,1,-4.461414,-5.017837,0.556422,0.560209,3.718697,47,50,0.7484,819,0.8904,0.7481,0.7332,3,60,509.3
294,round,16,2,-4.601011,-5.023814,0.422803,0.568554,3.728245,47,50,0.7444,819,0.8958,0.7788,0.7697,3,60,509.3
301,round,17,1,-4.56254,-5.042106,0.479566,0.55132,3.728951,45,50,0.7667,819,0.9014,0.7894,0.7794,3,59,549.7
308,round,17,2,-4.477494,-5.043384,0.56589,0.545399,3.725856,48,50,0.7592,819,0.8924,0.7731,0.7522,3,59,549.7
315,round,18,1,-4.394613,-5.062069,0.667455,0.523386,3.723636,49,50,0.7612,819,0.8939,0.7675,0.7558,4,50,592.2
322,round,18,2,-4.613218,-5.05452,0.441302,0.533555,3.725383,48,50,0.7527,819,0.8911,0.7556,0.7426,4,50,592.3
329,round,19,1,-4.569652,-5.048604,0.478952,0.545024,3.729086,49,50,0.7538,819,0.8891,0.7638,0.7448,4,57,614.2
336,round,19,2,-4.540894,-5.050858,0.509964,0.521787,3.715097,48,50,0.7718,819,0.8956,0.7762,0.7611,4,57,614.3
343,round,20,1,-4.429486,-5.072017,0.642531,0.521791,3.729205,49,50,0.7636,819,0.8893,0.7475,0.7416,3,59,634.6
350,round,20,2,-4.525501,-5.036742,0.511242,0.53508,3.714548,50,50,0.7682,819,0.8891,0.7594,0.7431,3,59,634.7
