step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
168,round,7,2,-4.560541,-5.239203,0.678662,0.330117,3.71288,49,49,0.8664,813,0.8938,0.8106,0.789,18,85,527.5
175,round,8,1,-4.494752,-5.243599,0.748847,0.318166,3.707843,48,49,0.8676,813,0.8966,0.8319,0.7973,17,64,547.7
182,round,8,2,-4.619348,-5.212904,0.593556,0.336778,3.699788,48,48,0.868,813,0.8935,0.8206,0.7851,17,64,547.8
189,round,9,1,-4.340385,-5.242502,0.902117,0.324327,3.711219,47,49,0.8693,813,0.9002,0.8313,0.801,20,33,633.5
196,round,9,2,-3.960516,-5.231409,1.270893,0.34811,3.71968,49,49,0.8595,813,0.8936,0.8281,0.7901,20,33,633.6
203,round,10,1,-4.482891,-5.193174,0.710283,0.351503,3.696451,48,48,0.8726,813,0.8994,0.8294,0.7983,20,42,660.7
210,round,10,2,-4.389741,-5.181265,0.791524,0.36717,3.698957,48,48,0.868,813,0.8936,0.8175,0.7873,20,42,660.8
217,round,11,1,-4.672253,-5.180837,0.508585,0.347492,3.685553,48,49,0.8777,813,0.8996,0.8181,0.7919,19,80,681.0
224,round,11,2,-4.470653,-5.20329,0.732638,0.322299,3.683726,48,49,0.88,813,0.8972,0.8106,0.7907,19,80,681.1
231,round,12,1,-4.283091,-5.264516,0.981425,0.295304,3.706547,49,49,0.885,813,0.8998,0.8313,0.7987,20,32,724.2
238,round,12,2,-4.703171,-5.24696,0.54379,0.332202,3.719442,48,50,0.8705,813,0.8917,0.815,0.7822,20,32,724.2
245,round,13,1,-4.290154,-5.199136,0.908982,0.349293,3.698953,50,50,0.8834,813,0.8992,0.8431,0.8079,19,49,744.6
252,round,13,2,-4.351986,-5.276853,0.924866,0.304142,3.720663,48,50,0.8935,813,0.8989,0.8269,0.7958,19,49,744.6
259,round,14,1,-4.425724,-5.268063,0.842339,0.304873,3.715291,48,48,0.8885,813,0.898,0.8344,0.8004,18,78,764.9
266,round,14,2,-4.802653,-5.247051,0.444398,0.320284,3.711556,49,49,0.8875,813,0.8974,0.8175,0.7892,18,78,765.0
273,round,15,1,-4.629478,-5.239664,0.610186,0.337461,3.718083,50,50,0.8793,813,0.8993,0.8363,0.8023,17,62,785.3
280,round,15,2,-4.624066,-5.254033,0.629967,0.329381,3.722276,50,50,0.8874,813,0.9024,0.845,0.8131,17,62,785.3
287,round,16,1,-4.619099,-5.249876,0.630776,0.309342,3.706145,50,50,0.8925,813,0.8975,0.8281,0.7975,16,60,805.6
294,round,16,2,-4.42705,-5.293001,0.865951,0.291741,3.723161,50,50,0.8941,813,0.8972,0.8181,0.7892,16,60,805.7
301,round,17,1,-4.608158,-5.289894,0.681736,0.283928,3.715881,50,50,0.8982,813,0.8951,0.8219,0.7889,15,56,825.9
308,round,17,2,-4.611613,-5.290036,0.678423,0.279875,3.713274,49,50,0.8979,813,0.8937,0.8125,0.7813,15,56,826.0
315,round,18,1,-4.472524,-5.257706,0.785181,0.301657,3.706242,49,50,0.9011,813,0.8956,0.8206,0.787,14,60,846.2
322,round,18,2,-4.586342,-5.28733,0.700987,0.266756,3.702724,50,50,0.9059,813,0.894,0.8131,0.7847,14,60,846.3
329,round,19,1,-4.788292,-5.301309,0.513017,0.272393,3.715801,49,50,0.8943,813,0.892,0.8113,0.7827,18,85,967.4
336,round,19,2,-4.83103,-5.277931,0.446901,0.287685,3.710411,50,50,0.8949,813,0.8936,0.8187,0.7878,18,85,967.4
343,round,20,1,-4.581981,-5.316765,0.734784,0.256742,3.715671,50,50,0.899,813,0.8925,0.8125,0.7797,20,44,1030.6
350,round,20,2,-4.829356,-5.261916,0.43256,0.267618,3.686356,50,50,0.8922,813,0.8847,0.7887,0.7553,20,44,1030.7
357,round,21,1,-4.438961,-5.255778,0.816816,0.268536,3.682876,49,50,0.8925,813,0.8854,0.7925,0.7508,20,49,1071.1
364,round,21,2,-4.65981,-5.262102,0.602292,0.298939,3.707361,50,50,0.8923,813,0.887,0.7981,0.7652,20,49,1071.1
371,round,22,1,-4.806769,-5.282016,0.475247,0.303838,3.723903,50,50,0.8932,813,0.8876,0.7975,0.7675,20,41,1111.6
378,round,22,2,-4.686761,-5.298448,0.611687,0.272629,3.714052,50,50,0.9012,813,0.8856,0.7856,0.7542,20,41,1111.7
385,round,23,1,-4.679024,-5.314353,0.635329,0.273341,3.72513,50,50,0.8936,813,0.8796,0.7844,0.7473,20,38,1134.8
392,round,23,2,-4.810781,-5.330405,0.519623,0.253944,3.722899,50,50,0.9073,813,0.8854,0.8006,0.7619,20,38,1134.9
399,round,24,1,-4.517709,-5.304201,0.786493,0.276034,3.720157,50,50,0.9032,813,0.8858,0.7937,0.7612,20,41,1157.2
406,round,24,2,-4.807418,-5.273557,0.466139,0.283785,3.704895,50,50,0.9015,813,0.8862,0.7963,0.7617,20,41,1157.3
413,round,25,1,-4.920048,-5.301418,0.38137,0.274897,3.717543,50,50,0.9042,813,0.8852,0.7856,0.757,19,45,1163.3
420,round,25,2,-4.540977,-5.343189,0.802213,0.25166,3.7299,50,50,0.903,813,0.883,0.7887,0.7529,19,45,1163.3
